Commodity,Year,Month,Price per Quintal
Maize,2024,June,2651.25
Maize,2024,July,2525.0
Maize,2024,August,2525.0
Maize,2024,September,2525.0
Maize,2024,October,2525.0
Maize,2024,November,2525.0
Maize,2024,December,2227.757
Maize,2025,January,2214.4249999999997
Maize,2025,February,2205.537
Maize,2025,March,2197.659
Maize,2025,April,2192.205
Maize,2025,May,2187.5589999999997
Millet,2020,January,2112.0
Millet,2020,February,2244.0
Millet,2020,March,2112.0
Millet,2020,April,2178.0
Millet,2020,May,2877.6
Millet,2020,June,3762.0
Millet,2020,July,3547.5
Millet,2020,August,4501.2
Millet,2020,September,3630.0
Millet,2020,October,3168.0
Millet,2020,November,3168.0
Millet,2020,December,2706.0
Millet,2021,January,2640.0
Millet,2021,February,2890.7999999999997
Millet,2021,March,3102.0
Millet,2021,April,3300.0
Millet,2021,May,3300.0
Millet,2021,June,3630.0
Millet,2021,July,3339.6
Millet,2021,August,3300.0
Millet,2021,September,3709.2
Millet,2021,October,3854.3999999999996
Millet,2021,November,3762.0
Millet,2021,December,2772.0
Millet,2022,January,3220.7999999999997
Millet,2022,February,3300.0
Millet,2022,March,3300.0
Millet,2022,April,3300.0
Millet,2022,May,3300.0
Millet,2022,June,3300.0
Millet,2022,July,3300.0
Millet,2022,August,3300.0
Millet,2022,September,3300.0
Millet,2022,October,3300.0
Millet,2022,November,2970.0
Millet,2022,December,2970.0
Millet,2023,January,2970.0
Millet,2023,February,2970.0
Millet,2023,March,2970.0
Millet,2023,April,2970.0
Millet,2023,May,3300.0
Millet,2023,June,3405.6
Millet,2023,July,3960.0
Millet,2023,August,3960.0
Millet,2023,September,3960.0
Millet,2023,October,3960.0
Millet,2023,November,3432.0
Millet,2023,December,3300.0
Millet,2024,January,3300.0
Millet,2024,February,3300.0
Millet,2024,March,3154.7999999999997
Millet,2024,April,3218.8199999999997
Millet,2024,May,4158.0
Millet,2024,June,4620.0
Millet,2024,July,4620.0
Millet,2024,August,4042.5
Millet,2024,September,4290.0
Millet,2024,October,4290.0
Millet,2024,November,3630.0
Millet,2024,December,3671.712
Millet,2025,January,3523.212
Millet,2025,February,3405.9959999999996
Millet,2025,March,3313.2
Millet,2025,April,3240.072
Millet,2025,May,3182.124
Rice,2020,January,2400.0
Rice,2020,February,2080.0
Rice,2020,March,2080.0
Rice,2020,April,2080.0
Rice,2020,May,2080.0
Rice,2020,June,2080.0
Rice,2020,July,2080.0
Rice,2020,August,2080.0
Rice,2020,September,2080.0
Rice,2020,October,2080.0
Rice,2020,November,2080.0
Rice,2020,December,2080.0
Rice,2021,January,2080.0
Rice,2021,February,2112.0
Rice,2021,March,2200.0
Rice,2021,April,2200.0
Rice,2021,May,2200.0
Rice,2021,June,2200.0
Rice,2021,July,2200.0
Rice,2021,August,2200.0
Rice,2021,September,2200.0
Rice,2021,October,2200.0
Rice,2021,November,2200.0
Rice,2021,December,2200.0
Rice,2022,January,2200.0
Rice,2022,February,2200.0
Rice,2022,March,2200.0
Rice,2022,April,2200.0
Rice,2022,May,2200.0
Rice,2022,June,2200.0
Rice,2022,July,2200.0
Rice,2022,August,2200.0
Rice,2022,September,2200.0
Rice,2022,October,2200.0
Rice,2022,November,2200.0
Rice,2022,December,2200.0
Rice,2023,January,2200.0
Rice,2023,February,2200.0
Rice,2023,March,2200.0
Rice,2023,April,2200.0
Rice,2023,May,2200.0
Rice,2023,June,2200.0
Rice,2023,July,2200.0
Rice,2023,August,2200.0
Rice,2023,September,2200.0
Rice,2023,October,2200.0
Rice,2023,November,3200.0
Rice,2023,December,2200.0
Rice,2024,January,2200.0
Rice,2024,February,2200.0
Rice,2024,March,3776.0
Rice,2024,April,2187.68
Rice,2024,May,2400.0
Rice,2024,June,2300.0
Rice,2024,July,2200.0
Rice,2024,August,2200.0
Rice,2024,September,2280.0
Rice,2024,October,2400.0
Rice,2024,November,2450.0
Rice,2024,December,2219.28
Rice,2025,January,2229.44
Rice,2025,February,2222.16
Rice,2025,March,2224.56
Rice,2025,April,2222.0
Rice,2025,May,2222.24
Pulses,2020,January,6600.0
Pulses,2020,February,6864.0
Pulses,2020,March,7128.0
Pulses,2020,April,7128.0
Pulses,2020,May,7128.0
Pulses,2020,June,7128.0
Pulses,2020,July,7128.0
Pulses,2020,August,7128.0
Pulses,2020,September,7128.0
Pulses,2020,October,7128.0
Pulses,2020,November,7128.0
Pulses,2020,December,6811.2
Pulses,2021,January,7128.0
Pulses,2021,February,7075.2
Pulses,2021,March,6864.0
Pulses,2021,April,6864.0
Pulses,2021,May,6864.0
Pulses,2021,June,6864.0
Pulses,2021,July,6864.0
Pulses,2021,August,7075.2
Pulses,2021,September,7128.0
Pulses,2021,October,7128.0
Pulses,2021,November,7128.0
Pulses,2021,December,7128.0
Pulses,2022,January,7128.0
Pulses,2022,February,7128.0
Pulses,2022,March,7128.0
Pulses,2022,April,7128.0
Pulses,2022,May,7128.0
Pulses,2022,June,7128.0
Pulses,2022,July,7128.0
Pulses,2022,August,7128.0
Pulses,2022,September,7128.0
Pulses,2022,October,7128.0
Pulses,2022,November,7128.0
Pulses,2022,December,7128.0
Pulses,2023,January,7128.0
Pulses,2023,February,7128.0
Pulses,2023,March,7128.0
Pulses,2023,April,7128.0
Pulses,2023,May,7128.0
Pulses,2023,June,7128.0
Pulses,2023,July,7128.0
Pulses,2023,August,7128.0
Pulses,2023,September,7128.0
Pulses,2023,October,7128.0
Pulses,2023,December,7128.0
Pulses,2024,January,7128.0
Pulses,2024,February,7128.0
Pulses,2024,April,6945.311999999999
Pulses,2024,May,7920.0
Pulses,2024,June,7128.0
Pulses,2024,July,7128.0
Pulses,2024,August,7128.0
Pulses,2024,September,7444.799999999999
Pulses,2024,October,7920.0
Pulses,2024,November,7920.0
Pulses,2024,December,7287.72
Pulses,2025,January,7260.527999999999
Pulses,2025,February,7236.768
Pulses,2025,March,7216.175999999999
Pulses,2025,April,7198.224
Pulses,2025,May,7182.647999999999
Millet,2020,January,1782.0
Millet,2020,February,1900.8
Millet,2020,March,1650.0
Millet,2020,April,2204.4
Millet,2020,May,2613.6
Millet,2020,June,3207.6
Millet,2020,July,3151.5
Millet,2020,August,4290.0
Millet,2020,September,3630.0
Millet,2020,October,2970.0
Millet,2020,November,2970.0
Millet,2020,December,2692.7999999999997
Millet,2021,January,2613.6
Millet,2021,February,2640.0
Millet,2021,March,3022.7999999999997
Millet,2021,April,3300.0
Millet,2021,May,2970.0
Millet,2021,June,3300.0
Millet,2021,July,3630.0
Millet,2021,August,3630.0
Millet,2021,September,3643.2
Millet,2021,October,3960.0
Millet,2021,November,3630.0
Millet,2021,December,2785.2
Millet,2022,January,2257.2
Millet,2022,February,2310.0
Millet,2022,March,2455.2
Millet,2022,April,2468.4
Millet,2022,May,2310.0
Millet,2022,June,2376.0
Millet,2022,July,2415.6
Millet,2022,August,2508.0
Millet,2022,September,3300.0
Millet,2022,October,2310.0
Millet,2022,November,2310.0
Millet,2022,December,2191.2
Millet,2023,January,2376.0
Millet,2023,February,2376.0
Millet,2023,March,2640.0
Millet,2023,April,2679.6
Millet,2023,May,2772.0
Millet,2023,June,2824.7999999999997
Millet,2023,July,2877.6
Millet,2023,August,3168.0
Millet,2023,September,3630.0
Millet,2023,October,3300.0
Millet,2023,December,3102.0
Millet,2024,January,2332.044
Millet,2024,February,2112.0
Millet,2024,April,2722.5
Millet,2024,June,3168.0
Millet,2024,July,3168.0
Millet,2024,August,3277.956
Millet,2024,September,3432.0
Millet,2024,October,2970.0
Millet,2024,November,3432.0
Millet,2024,December,3036.0
Millet,2025,January,2917.7279999999996
Millet,2025,February,2831.6639999999998
Millet,2025,March,2768.964
Millet,2025,April,2723.424
Millet,2025,May,2690.16
Rice,2020,January,2080.0
Rice,2020,February,2080.0
Rice,2020,March,2080.0
Rice,2020,April,2096.0
Rice,2020,May,2120.0
Rice,2020,June,2120.0
Rice,2020,July,2120.0
Rice,2020,August,2120.0
Rice,2020,September,2120.0
Rice,2020,October,2120.0
Rice,2020,November,2120.0
Rice,2020,December,2120.0
Rice,2021,January,2120.0
Rice,2021,February,2120.0
Rice,2021,March,2160.0
Rice,2021,April,2160.0
Rice,2021,May,2160.0
Rice,2021,June,2240.0
Rice,2021,July,2240.0
Rice,2021,August,2320.0
Rice,2021,September,2320.0
Rice,2021,October,2320.0
Rice,2021,November,2320.0
Rice,2021,December,2320.0
Rice,2022,January,2320.0
Rice,2022,February,2320.0
Rice,2022,March,2320.0
Rice,2022,April,2320.0
Rice,2022,May,2320.0
Rice,2022,June,2400.0
Rice,2022,July,2400.0
Rice,2022,August,2400.0
Rice,2022,September,2400.0
Rice,2022,October,2400.0
Rice,2022,November,2400.0
Rice,2022,December,2352.0
Rice,2023,January,2400.0
Rice,2023,February,2400.0
Rice,2023,March,2400.0
Rice,2023,April,2400.0
Rice,2023,May,2400.0
Rice,2023,June,2400.0
Rice,2023,July,2400.0
Rice,2023,August,2400.0
Rice,2023,September,2400.0
Rice,2023,October,2400.0
Rice,2023,December,2400.0
Rice,2024,January,2346.64
Rice,2024,February,2320.0
Rice,2024,April,2380.0
Rice,2024,June,2320.0
Rice,2024,July,2320.0
Rice,2024,August,2293.36
Rice,2024,September,2360.0
Rice,2024,October,2500.0
Rice,2024,November,2480.0
Rice,2024,December,2277.68
Rice,2025,January,2240.72
Rice,2025,February,2230.8
Rice,2025,March,2214.24
Rice,2025,April,2193.2
Rice,2025,May,2188.24
Wheat,2020,January,2300.0
Wheat,2020,February,2300.0
Wheat,2020,March,2300.0
Wheat,2020,April,2472.5
Wheat,2020,May,2875.0
Wheat,2020,June,2875.0
Wheat,2020,July,3105.0
Wheat,2020,August,4025.0
Wheat,2020,September,3162.5
Wheat,2020,October,3105.0
Wheat,2020,November,3105.0
Wheat,2020,December,2587.5
Wheat,2021,January,2300.0
Wheat,2021,February,2185.0
Wheat,2021,March,2277.0
Wheat,2021,April,2300.0
Wheat,2021,May,2587.5
Wheat,2021,June,2587.5
Wheat,2021,July,2587.5
Wheat,2021,August,2587.5
Wheat,2021,September,2587.5
Wheat,2021,October,2587.5
Wheat,2021,November,2587.5
Wheat,2021,December,2357.5
Wheat,2022,January,2300.0
Wheat,2022,February,2300.0
Wheat,2022,March,2300.0
Wheat,2022,April,2300.0
Wheat,2022,May,2300.0
Wheat,2022,June,2449.5
Wheat,2022,July,2679.5
Wheat,2022,August,2875.0
Wheat,2022,September,2875.0
Wheat,2022,October,2875.0
Wheat,2023,March,2300.0
Wheat,2023,April,2300.0
Wheat,2023,May,2300.0
Wheat,2023,June,2300.0
Wheat,2023,July,2300.0
Wheat,2023,August,2300.0
Wheat,2023,September,2300.0
Wheat,2023,October,2395.795
Wheat,2023,December,2300.0
Wheat,2024,January,2300.0
Wheat,2024,February,2300.0
Wheat,2024,June,2300.0
Wheat,2024,July,2300.0
Wheat,2024,August,2371.875
Wheat,2024,September,2300.0
Wheat,2024,October,2300.0
Wheat,2024,November,2515.625
Wheat,2024,December,2334.96
Wheat,2025,January,2342.09
Wheat,2025,February,2348.415
Wheat,2025,March,2354.0499999999997
Wheat,2025,April,2359.225
Wheat,2025,May,2363.71
Maize,2020,February,2020.0
Maize,2020,March,2020.0
Maize,2020,April,2020.0
Maize,2020,May,2272.5
Maize,2020,August,3535.0
Maize,2020,September,2777.5
Maize,2020,October,2525.0
Maize,2020,November,2525.0
Maize,2020,December,1999.8
Maize,2021,January,2020.0
Maize,2021,March,2191.7
Maize,2021,April,2525.0
Maize,2021,June,2272.5
Maize,2021,September,2272.5
Maize,2021,October,2272.5
Maize,2021,November,2272.5
Maize,2021,December,2222.0
Maize,2022,April,2020.0
Maize,2022,June,2151.2999999999997
Maize,2022,July,2272.5
Maize,2022,November,2020.0
Maize,2022,December,2020.0
Maize,2023,January,2020.0
Maize,2023,February,2020.0
Maize,2023,March,2020.0
Maize,2023,April,2020.0
Maize,2023,May,2020.0
Maize,2023,June,2090.7
Maize,2023,July,2272.5
Maize,2023,August,2272.5
Maize,2023,September,2272.5
Maize,2023,October,2272.5
Maize,2023,December,2272.5
Maize,2024,January,2272.5
Maize,2024,February,2229.474
Maize,2024,March,2236.443
Maize,2024,April,2238.564
Maize,2024,May,2239.271
Maize,2024,June,2239.473
Maize,2024,July,2239.473
Millet,2020,January,2112.0
Millet,2020,February,2125.2
Millet,2020,March,2310.0
Millet,2020,April,2310.0
Millet,2020,May,2970.0
Millet,2020,June,3300.0
Millet,2020,July,3564.0
Millet,2020,August,4118.4
Millet,2020,September,3630.0
Millet,2020,October,2745.6
Millet,2020,November,2745.6
Millet,2020,December,2547.6
Millet,2021,January,2415.6
Millet,2021,February,2415.6
Millet,2021,March,2811.6
Millet,2021,April,2970.0
Millet,2021,May,3300.0
Millet,2021,June,2970.0
Millet,2021,July,3300.0
Millet,2021,August,3300.0
Millet,2021,September,3564.0
Millet,2021,October,3801.6
Millet,2021,November,3630.0
Millet,2021,December,2653.2
Millet,2022,January,2640.0
Millet,2022,February,2640.0
Millet,2022,March,2640.0
Millet,2022,April,2640.0
Millet,2022,May,2640.0
Millet,2022,June,2970.0
Millet,2022,July,2970.0
Millet,2022,August,3300.0
Millet,2022,September,3432.0
Millet,2022,October,3300.0
Millet,2022,November,3049.2
Millet,2022,December,2640.0
Millet,2023,January,2640.0
Millet,2023,February,2640.0
Millet,2023,March,2890.7999999999997
Millet,2023,April,2970.0
Millet,2023,May,2970.0
Millet,2023,June,3154.7999999999997
Millet,2023,July,3300.0
Millet,2023,August,3300.0
Millet,2023,September,3960.0
Millet,2023,October,3960.0
Millet,2023,December,3300.0
Millet,2024,January,2860.044
Millet,2024,February,2640.0
Millet,2024,June,3960.0
Millet,2024,July,3960.0
Millet,2024,August,4042.5
Millet,2024,September,4042.5
Millet,2024,October,3960.0
Millet,2024,November,3465.0
Millet,2024,December,3296.7
Millet,2025,January,3147.0119999999997
Millet,2025,February,3042.6
Millet,2025,March,2969.868
Millet,2025,April,2919.048
Millet,2025,May,2883.672
Rice,2020,January,2120.0
Rice,2020,February,2120.0
Rice,2020,March,2120.0
Rice,2020,April,2120.0
Rice,2020,May,2120.0
Rice,2020,June,2120.0
Rice,2020,July,2120.0
Rice,2020,August,2120.0
Rice,2020,September,2120.0
Rice,2020,October,2120.0
Rice,2020,November,2120.0
Rice,2020,December,2120.0
Rice,2021,January,2120.0
Rice,2021,February,2120.0
Rice,2021,March,2120.0
Rice,2021,April,2120.0
Rice,2021,May,2160.0
Rice,2021,June,2160.0
Rice,2021,July,2160.0
Rice,2021,August,2160.0
Rice,2021,September,2160.0
Rice,2021,October,2160.0
Rice,2021,November,2160.0
Rice,2021,December,2160.0
Rice,2022,January,2160.0
Rice,2022,February,2160.0
Rice,2022,March,2160.0
Rice,2022,April,2160.0
Rice,2022,May,2160.0
Rice,2022,June,2160.0
Rice,2022,July,2160.0
Rice,2022,August,2160.0
Rice,2022,September,2160.0
Rice,2022,October,2160.0
Rice,2022,November,2160.0
Rice,2022,December,2160.0
Rice,2023,January,2160.0
Rice,2023,February,2160.0
Rice,2023,March,2160.0
Rice,2023,April,2160.0
Rice,2023,May,2160.0
Rice,2023,June,2160.0
Rice,2023,July,2160.0
Rice,2023,August,2160.0
Rice,2023,September,2160.0
Rice,2023,October,2160.0
Rice,2023,December,2160.0
Rice,2024,January,2160.0
Rice,2024,February,2160.0
Rice,2024,June,2200.0
Rice,2024,July,2200.0
Rice,2024,August,2200.0
Rice,2024,September,2340.0
Rice,2024,October,2400.0
Rice,2024,November,2500.0
Rice,2024,December,2332.48
Rice,2025,January,2326.56
Rice,2025,February,2319.68
Rice,2025,March,2296.8
Rice,2025,April,2278.96
Rice,2025,May,2253.84
Rice,2020,January,2240.0
Rice,2020,February,2240.0
Rice,2020,April,2240.0
Rice,2020,July,2280.0
Rice,2020,October,2280.0
Rice,2020,November,2280.0
Rice,2020,December,2280.0
Rice,2021,January,2296.0
Rice,2021,February,2280.0
Rice,2021,March,2280.0
Rice,2021,April,2280.0
Rice,2021,May,2280.0
Rice,2021,June,2280.0
Rice,2021,July,2280.0
Rice,2021,August,2280.0
Rice,2021,September,2280.0
Rice,2021,October,2280.0
Rice,2021,November,2280.0
Rice,2021,December,2280.0
Rice,2022,January,2400.0
Rice,2022,February,2400.0
Rice,2022,March,2400.0
Rice,2022,April,2400.0
Rice,2022,May,2400.0
Rice,2022,June,2400.0
Rice,2022,July,2400.0
Rice,2022,August,2400.0
Rice,2022,September,2400.0
Rice,2022,October,2400.0
Rice,2022,November,2400.0
Rice,2022,December,2400.0
Rice,2023,January,2400.0
Rice,2023,February,2400.0
Rice,2023,March,2400.0
Rice,2023,April,2400.0
Rice,2023,May,2400.0
Rice,2023,June,2400.0
Rice,2023,July,2400.0
Rice,2023,August,2400.0
Rice,2023,September,2400.0
Rice,2023,October,2400.0
Rice,2023,November,2400.0
Rice,2023,December,2600.0
Rice,2024,January,2600.0
Rice,2024,February,2600.0
Rice,2024,March,2600.0
Rice,2024,May,2800.0
Rice,2024,June,2600.0
Rice,2024,July,2600.0
Rice,2024,August,2600.0
Rice,2024,September,2600.0
Rice,2024,October,2600.0
Rice,2024,November,2613.36
Rice,2024,December,2277.28
Rice,2025,January,2276.48
Rice,2025,February,2275.76
Rice,2025,March,2275.12
Rice,2025,April,2274.56
Rice,2025,May,2274.08
Millet,2020,January,2112.0
Millet,2020,March,2112.0
Millet,2020,April,2178.0
Millet,2020,May,2310.0
Millet,2020,June,2310.0
Millet,2020,July,2310.0
Millet,2020,August,2376.0
Millet,2020,December,2640.0
Millet,2021,January,2640.0
Millet,2021,February,2442.0
Millet,2021,April,2772.0
Millet,2021,May,2970.0
Millet,2021,June,2772.0
Millet,2021,August,3102.0
Millet,2021,September,2970.0
Millet,2021,October,2970.0
Millet,2021,December,2640.0
Millet,2022,January,2310.0
Millet,2022,February,2310.0
Millet,2022,March,2442.0
Millet,2022,April,2442.0
Millet,2022,July,2640.0
Millet,2022,August,2970.0
Millet,2022,September,3300.0
Millet,2022,October,3234.0
Millet,2022,November,2640.0
Millet,2022,December,2310.0
Millet,2023,January,2640.0
Millet,2023,February,2640.0
Millet,2023,March,2772.0
Millet,2023,April,2970.0
Millet,2023,May,2772.0
Millet,2023,September,3630.0
Millet,2023,October,3630.0
Millet,2023,November,2970.0
Millet,2023,December,3300.0
Millet,2024,January,3300.0
Millet,2024,February,2970.0
Millet,2024,March,2970.0
Millet,2024,April,2970.0
Millet,2024,July,2970.0
Millet,2024,September,3850.044
Millet,2024,October,3795.0
Millet,2024,November,3366.0
Millet,2024,December,3307.2599999999998
Millet,2025,January,3160.74
Millet,2025,February,3200.076
Millet,2025,March,3327.852
Millet,2025,April,3437.1479999999997
Millet,2025,May,3619.8360000000002
Rice,2020,January,2000.0
Rice,2020,March,2080.0
Rice,2020,April,2080.0
Rice,2020,May,2200.0
Rice,2020,June,2200.0
Rice,2020,July,2080.0
Rice,2020,August,2080.0
Rice,2020,December,2200.0
Rice,2021,January,2200.0
Rice,2021,February,2200.0
Rice,2021,April,2320.0
Rice,2021,May,2320.0
Rice,2021,June,2160.0
Rice,2021,August,2200.0
Rice,2021,September,2200.0
Rice,2021,October,2200.0
Rice,2021,December,2200.0
Rice,2022,January,2400.0
Rice,2022,February,2200.0
Rice,2022,March,2200.0
Rice,2022,April,2200.0
Rice,2022,July,2400.0
Rice,2022,August,2200.0
Rice,2022,September,2320.0
Rice,2022,October,2320.0
Rice,2022,November,2400.0
Rice,2022,December,2400.0
Rice,2023,January,2200.0
Rice,2023,February,2320.0
Rice,2023,March,2320.0
Rice,2023,April,2200.0
Rice,2023,May,2400.0
Rice,2023,July,2400.0
Rice,2023,September,2400.0
Rice,2023,October,2400.0
Rice,2023,November,2200.0
Rice,2023,December,2320.0
Rice,2024,January,2320.0
Rice,2024,February,2400.0
Rice,2024,March,2600.0
Rice,2024,April,2400.0
Rice,2024,July,2600.0
Rice,2024,September,2555.52
Rice,2024,October,2600.0
Rice,2024,November,2500.0
Rice,2024,December,2339.92
Rice,2025,January,2270.96
Rice,2025,February,2197.68
Rice,2025,March,2163.2
Rice,2025,April,2125.12
Rice,2025,May,2071.04
Wheat,2020,January,2300.0
Wheat,2020,February,2300.0
Wheat,2020,March,2012.5
Wheat,2020,May,2300.0
Wheat,2020,June,2300.0
Wheat,2020,July,2300.0
Wheat,2020,August,2587.5
Wheat,2020,September,2587.5
Wheat,2020,October,2875.0
Wheat,2020,November,2875.0
Wheat,2020,December,2587.5
Wheat,2021,January,2587.5
Wheat,2021,March,2300.0
Wheat,2021,April,2300.0
Wheat,2021,May,2300.0
Wheat,2021,June,2449.5
Wheat,2021,July,2300.0
Wheat,2021,August,2587.5
Wheat,2021,September,2587.5
Wheat,2021,October,2300.0
Wheat,2021,November,2300.0
Wheat,2021,December,2300.0
Wheat,2022,January,2300.0
Wheat,2022,February,2587.5
Wheat,2022,March,2587.5
Wheat,2022,April,2587.5
Wheat,2022,May,2587.5
Wheat,2022,June,2300.0
Wheat,2022,July,2587.5
Wheat,2022,August,2587.5
Wheat,2022,September,2587.5
Wheat,2022,October,2530.0
Wheat,2023,March,2300.0
Wheat,2023,April,2587.5
Wheat,2023,May,2300.0
Wheat,2023,June,2587.5
Wheat,2023,July,2587.5
Wheat,2023,August,2587.5
Wheat,2023,September,2587.5
Wheat,2023,October,2587.5
Wheat,2023,November,2587.5
Wheat,2023,December,2587.5
Wheat,2024,January,2300.0
Wheat,2024,February,2300.0
Wheat,2024,March,2300.0
Wheat,2024,April,2438.0
Wheat,2024,May,2587.5
Wheat,2024,June,2300.0
Wheat,2024,July,2300.0
Wheat,2024,August,2300.0
Wheat,2024,September,2300.0
Wheat,2024,October,2300.0
Wheat,2024,November,2491.705
Wheat,2024,December,2317.02
Wheat,2025,January,2318.745
Wheat,2025,February,2320.01
Wheat,2025,March,2320.93
Wheat,2025,April,2321.7349999999997
Wheat,2025,May,2322.31
Millet,2020,January,2112.0
Millet,2020,February,2112.0
Millet,2020,March,2310.0
Millet,2020,April,2112.0
Millet,2020,May,2640.0
Millet,2020,June,2640.0
Millet,2020,July,2640.0
Millet,2020,August,2310.0
Millet,2020,September,2640.0
Millet,2020,October,2970.0
Millet,2020,November,2970.0
Millet,2020,December,2640.0
Millet,2021,January,2640.0
Millet,2021,February,2560.7999999999997
Millet,2021,March,2970.0
Millet,2021,April,2640.0
Millet,2021,May,2970.0
Millet,2021,June,2904.0
Millet,2021,July,2970.0
Millet,2021,August,3300.0
Millet,2021,September,3300.0
Millet,2021,October,3960.0
Millet,2021,November,2970.0
Millet,2021,December,2970.0
Millet,2022,January,2640.0
Millet,2022,February,2640.0
Millet,2022,March,2970.0
Millet,2022,April,2640.0
Millet,2022,May,2640.0
Millet,2022,June,2640.0
Millet,2022,July,2970.0
Millet,2022,August,2970.0
Millet,2022,September,3432.0
Millet,2022,October,3300.0
Millet,2022,November,2970.0
Millet,2022,December,2970.0
Millet,2023,January,2640.0
Millet,2023,February,2640.0
Millet,2023,March,2970.0
Millet,2023,April,2970.0
Millet,2023,May,2970.0
Millet,2023,June,2970.0
Millet,2023,July,3300.0
Millet,2023,August,3300.0
Millet,2023,September,3960.0
Millet,2023,October,3960.0
Millet,2023,November,3300.0
Millet,2023,December,3300.0
Millet,2024,January,3300.0
Millet,2024,February,3300.0
Millet,2024,March,3300.0
Millet,2024,April,3091.044
Millet,2024,May,3630.0
Millet,2024,June,3630.0
Millet,2024,July,3630.0
Millet,2024,August,3960.0
Millet,2024,September,3960.0
Millet,2024,October,3795.0
Millet,2024,November,3432.0
Millet,2024,December,3317.952
Millet,2025,January,2921.952
Millet,2025,February,3055.404
Millet,2025,March,3275.976
Millet,2025,April,3196.2479999999996
Millet,2025,May,3563.6040000000003
Rice,2020,January,2000.0
Rice,2020,February,2000.0
Rice,2020,March,2160.0
Rice,2020,May,2200.0
Rice,2020,June,2200.0
Rice,2020,July,2200.0
Rice,2020,August,2400.0
Rice,2020,September,2400.0
Rice,2020,October,2200.0
Rice,2020,November,2200.0
Rice,2020,December,2080.0
Rice,2021,January,2400.0
Rice,2021,February,2800.0
Rice,2021,March,2400.0
Rice,2021,April,2400.0
Rice,2021,May,2400.0
Rice,2021,June,2400.0
Rice,2021,July,2400.0
Rice,2021,August,2400.0
Rice,2021,September,2400.0
Rice,2021,October,2400.0
Rice,2021,November,2400.0
Rice,2021,December,2400.0
Rice,2022,January,2400.0
Rice,2022,February,2400.0
Rice,2022,March,2400.0
Rice,2022,April,2400.0
Rice,2022,May,2400.0
Rice,2022,June,2400.0
Rice,2022,July,2400.0
Rice,2022,August,2400.0
Rice,2022,September,2400.0
Rice,2022,October,2400.0
Rice,2022,November,2400.0
Rice,2022,December,2400.0
Rice,2023,January,2400.0
Rice,2023,February,2400.0
Rice,2023,March,2400.0
Rice,2023,April,2400.0
Rice,2023,May,2400.0
Rice,2023,June,2400.0
Rice,2023,July,2400.0
Rice,2023,August,2400.0
Rice,2023,September,2400.0
Rice,2023,October,2400.0
Rice,2023,November,2400.0
Rice,2023,December,2400.0
Rice,2024,January,2600.0
Rice,2024,February,2600.0
Rice,2024,March,2600.0
Rice,2024,April,2466.64
Rice,2024,May,2600.0
Rice,2024,June,2600.0
Rice,2024,July,2600.0
Rice,2024,August,2600.0
Rice,2024,September,2600.0
Rice,2024,October,2600.0
Rice,2024,November,2600.0
Rice,2024,December,2446.24
Rice,2025,January,2396.8
Rice,2025,February,2347.6
Rice,2025,March,2300.0
Rice,2025,April,2255.12
Rice,2025,May,2213.92
Pulses,2020,January,7920.0
Pulses,2020,February,7920.0
Pulses,2020,March,6864.0
Pulses,2020,May,7260.0
Pulses,2020,June,7260.0
Pulses,2020,July,7920.0
Pulses,2020,August,7920.0
Pulses,2020,September,8580.0
Pulses,2020,October,7260.0
Pulses,2020,November,7260.0
Pulses,2020,December,6600.0
Pulses,2021,January,7260.0
Pulses,2021,March,7260.0
Pulses,2021,April,7260.0
Pulses,2021,May,7260.0
Pulses,2021,June,7260.0
Pulses,2021,July,7260.0
Pulses,2021,August,7260.0
Pulses,2021,September,7260.0
Pulses,2021,October,7260.0
Pulses,2021,November,7920.0
Pulses,2021,December,7920.0
Pulses,2022,January,7920.0
Pulses,2022,February,8580.0
Pulses,2022,March,8580.0
Pulses,2022,April,7920.0
Pulses,2022,May,8580.0
Pulses,2022,June,7260.0
Pulses,2022,July,7392.0
Pulses,2022,August,7392.0
Pulses,2022,September,7920.0
Pulses,2022,October,7920.0
Pulses,2022,November,8580.0
Pulses,2022,December,8580.0
Pulses,2023,January,8580.0
Pulses,2023,February,8580.0
Pulses,2023,March,8263.199999999999
Pulses,2023,April,7920.0
Pulses,2023,May,8580.0
Pulses,2023,June,8580.0
Pulses,2023,July,8580.0
Pulses,2023,August,8580.0
Pulses,2023,September,8580.0
Pulses,2023,October,8580.0
Pulses,2023,November,8580.0
Pulses,2023,December,8580.0
Pulses,2024,January,9570.0
Pulses,2024,February,10560.0
Pulses,2024,March,9240.0
Pulses,2024,April,8030.088
Pulses,2024,May,9504.0
Pulses,2024,June,9240.0
Pulses,2024,July,9240.0
Pulses,2024,August,9240.0
Pulses,2024,September,9240.0
Pulses,2024,October,8910.0
Pulses,2024,November,8139.911999999999
Pulses,2024,December,8857.464
Pulses,2025,January,8790.143999999998
Pulses,2025,February,8725.991999999998
Pulses,2025,March,8665.008
Pulses,2025,April,8606.663999999999
Pulses,2025,May,8551.224
Wheat,2020,January,1897.5
Wheat,2020,February,1897.5
Wheat,2020,March,1840.0
Wheat,2020,May,2208.0
Wheat,2020,June,2070.0
Wheat,2020,July,2012.5
Wheat,2020,September,2127.5
Wheat,2020,December,2415.0
Wheat,2021,January,2415.0
Wheat,2021,February,1955.0
Wheat,2021,March,1955.0
Wheat,2021,April,1989.5
